,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.557290347636414,3.8492982157575018,-0.25553549713286017,-0.031353504305150035,0.1870166255031381,3.1053289978183862,-1.0026794869150508,-1.9508949644642857,-4.553693650314856,2.0514407465293076,-2.356891828362032,-1.7905649444823195,2.4061952916238987,-2.1329655929567592,3.017747039592224,0.22507546882059445
1,1.249098507078004,5.255780675196594,1.0709863424968125,-0.09420479970388422,0.5305033264270097,3.0888388229815567,0.5660031416987998,-3.638464967581712,-6.171984234630421,2.2162034498495893,-1.5537426677895594,-1.4932666727959703,1.283471955015843,-2.2206179942918487,2.0147091122196117,1.4731117672831688
2,2.0397270251811586,5.742021188678901,1.7796485046916413,-0.7781839190711707,0.6262509464167517,2.9602672003561694,0.6656911037666503,-3.8365374509575934,-6.219514252899534,2.582316253236524,-1.7551012190205877,-2.0693572623186296,0.05198291943607286,-1.4036095566223483,1.8896739429585727,1.417141877647511
3,0.4279498255021945,5.038826116164836,-0.525145521987915,0.2970442519525295,0.24409703205049385,4.179018687950551,-1.1751326599352214,-2.705311686883826,-6.222508811333624,2.5549393127518627,-2.9172041210383592,-2.042483961208351,3.6673940027434044,-3.25281670792609,3.932579696408558,0.4893408881949332
4,2.620617841523316,3.577219472579252,1.6776724476802185,-2.125141942294185,0.3232068776943701,1.5809755219325163,-0.7525377800330741,-1.3994870329963724,-2.60687975708712,2.396419428624965,-2.341158636147153,-3.0068514983303936,-1.9868022792153857,1.2017515228890556,1.8028820423288878,-0.3678025208785307
5,0.37348103591776,1.9937232337409414,0.5825728492438192,0.1837635200560876,0.26011718353570024,1.0011655164358537,0.7258912920774333,-1.693862189909105,-2.5098725115651903,0.6255552761720615,-0.11572970545767847,-0.15559293485942777,0.4080110732306083,-1.0073590764215086,0.2978826590684874,0.9431214324587134
6,-1.0487015060748308,2.685366063936133,-1.8668783911405873,1.2417218576158526,-0.06521024877909991,3.38832875197966,-1.5585610083029495,-1.2271812352620695,-4.158609760396633,1.3679009884276707,-2.202114889381918,-0.8225390960525734,4.9628808826470685,-3.646177325818432,3.5185795662805255,0.045869885456028194
7,2.177122170448273,5.103338794448866,1.2799070856549664,-1.3374799683689593,0.42625991492480697,2.9559670895156276,-0.607350841578235,-2.642562738454544,-5.030735653925708,2.833787744373568,-2.689989347409074,-2.8925204147641947,-0.021767884375896877,-0.6650408875475577,2.7228589785199473,0.3151856376295894
8,2.341288522880091,5.040424189063664,0.7530334536717963,-1.8171101976764235,0.26566375991971286,3.396800149905739,-1.9136031089759034,-1.8202868647995651,-4.5881162912935585,3.334061933963773,-3.864226390522743,-3.866246377833184,0.3124395232065457,-0.3342503396491492,3.9140937401987768,-0.6541100937112269
9,-0.013300857990798876,1.5853998269870992,-1.0945827442721032,-0.11366799442229407,-0.12963234156172906,2.097756141639444,-1.925042930575987,-0.007887078770062155,-1.801914970495874,1.3385640042170543,-2.291807877832881,-1.5774522827107258,2.283297563802606,-1.2087779470399145,2.8339752639170235,-0.864423434398863
10,2.025371335649711,4.691858644633931,0.6978965352471718,-1.4767020669440538,0.2701798043980961,3.1381376697024255,-1.5280156891113401,-1.8753349629225633,-4.436509423822494,2.969330852337395,-3.3468707956422232,-3.322792865873369,0.4564164920392203,-0.5510185711664035,3.453243372715917,-0.3837569708657063
11,0.8792162270962769,6.7867887349602105,-0.20134325191195904,0.2009646445409959,0.4070438160506713,5.240617095129934,-1.1100903875801793,-3.8369428719288865,-8.225365935607469,3.3469346764968306,-3.54983105959542,-2.6462410366620497,4.090380491505162,-3.9339073541034586,4.710459756974608,0.8827644713029847
12,2.170894365374531,5.072340106839586,1.5831081015628643,-1.2003948711714059,0.4992726597922917,2.668754066959756,-0.01168910665123239,-2.959561540868831,-5.098368340288112,2.6000220591646155,-2.143392100141805,-2.484847413813012,-0.3547304417957476,-0.6652440994486895,2.1179436876146824,0.7173034233903529
13,0.7541993606838067,6.224594084831216,-0.1763907306427573,0.26124011866158037,0.38337707344501276,4.790352771368699,-0.9142413280717603,-3.5906341050496695,-7.603311905491404,3.0175536644471106,-3.1547940892589823,-2.3214215748459743,3.797902396113942,-3.689773742670241,4.237936182587995,0.8983303116987819
14,-1.1797767378105173,2.854640172489879,-2.41068166993689,1.2209985375961387,-0.16441449409177294,3.961371280288973,-2.3747640570170185,-0.9144377468861016,-4.346156934349456,1.7018290598364922,-2.9756612414412977,-1.308229547439687,5.790544700746203,-3.9565205811330264,4.47611234503365,-0.4224538667696233
