,one,two,three,func
0,5.32833024789759,5.341366008904166,5.09553035526467,132.11738556616388
1,7.135640318327616,2.5699895475697545,7.526936088721111,425.94772927663104
2,8.838791836895437,1.5489908253329554,6.705464383489264,302.40168609813827
3,6.434451585898716,7.236271691770674,7.487252000668047,420.2606898760059
4,8.185473949540494,0.9790852286831797,0.035539072081155476,0.9872251283413125
5,2.308096154813184,0.12255133316349753,3.535417110591318,44.46889752714901
6,1.8528147716299803,7.927684037292125,6.121720256531164,230.26608709636434
7,8.994291254565344,3.153677794434099,4.066554425358994,67.15742295799262
8,9.802586036776422,5.420651798988018,2.4229461194293034,14.491688599476571
9,2.5224168211563924,5.651557864067961,1.3333687991420373,3.3635563422032653
10,8.762585589425065,4.803318550301735,2.833258680097599,21.79497158575666
11,8.922107810909658,8.276319705032895,9.799704701516395,940.1070305246891
12,8.672329719037924,1.9350565304755984,4.544906731340889,93.00153038270761
13,8.051827816150304,7.4723141673694995,9.199597184824317,778.1279149230394
14,2.204699297102859,9.979530979590477,6.027965202583806,219.02362453942905
15,0.3551845735016568,5.555210784644254,3.196425219249326,33.57845697020463
16,5.021046245340575,5.331217169474583,6.625133897918408,291.7909259967093
17,4.582756818538903,1.0987638293835034,7.29937667518445,387.9690632823179
18,7.84203567912273,1.4128970755611236,8.38686941896812,588.9324219596876
19,4.027263204550358,4.064236594914105,3.706663111862778,50.31419835962552
20,9.17015617878237,4.906793667430627,9.659883696125203,902.2449669071808
21,0.6972097052648574,3.6204865150487775,0.4515996385947485,0.6709801045358019
22,3.357374839145163,4.071774520628146,2.3310712527799016,13.559853024014249
23,2.0374292254754844,9.34802200112177,5.770468267607731,192.34192430722368
24,6.242217151575721,8.429706736946837,1.7648422862926028,6.205147543455343
25,8.507748003744508,2.9913530008633615,8.344204911042665,581.2832287009952
26,9.57758225319469,1.1472973837801548,1.1658878098879555,0.5848109568854138
27,0.45750843498562066,5.813757108513952,0.9802746240337168,1.4053139446463345
28,2.132551360858692,1.721866142155034,9.731486259011385,921.0836496913748
29,1.9823644118891426,1.778873610276509,2.719889404103238,19.7458353106327
30,2.725680686376315,8.052994949670229,1.7332654755865895,5.248336174324658
31,3.0781924294259824,4.65560718354671,8.069671677227939,526.4751007231325
32,8.191544764319916,1.9864342449807493,1.5253747486775726,3.014620885513472
33,6.870203803484993,7.12547870316477,1.6706411463104676,3.696132777182594
34,2.4893965575824986,8.341684948897694,8.130944686731683,538.4960782265423
35,4.66145460762299,5.479773652165919,6.834128942924917,319.5896715737196
36,4.930566601247392,7.086613432237799,7.036098714755525,347.959754761609
37,4.377971080607169,2.0331098206203446,4.233358897679711,76.36765669672077
38,8.037724449139253,8.469453076464099,1.2747086402936914,1.2088934637753321
39,4.314190851038426,8.935034703969936,5.501078596623684,167.2230810966452
40,2.4764580637159606,4.21454355275279,0.3665665074761826,-0.7988300411949424
41,7.239826972716433,5.332131361809374,3.1338634879795526,31.564163758192457
42,7.910823476436363,3.370345984925325,8.33250701274107,579.5307168764786
43,6.815386335059628,1.5912509593061241,1.6050974521787398,3.146589687598995
44,4.822921984085566,6.4084978675838915,5.103340322003012,132.42517449260842
45,3.2630179682866114,1.7280548418028685,6.526473426156914,277.3933838905582
46,7.245516888492246,6.673330898219877,5.832745274088299,197.4935800773959
47,2.6313214608645366,1.7233681762335096,4.992848853116989,123.48016959185755
48,0.04500590193618592,7.451955435224274,1.5021919839670805,3.718947411410023
49,5.124880704119777,9.168964858263287,5.190783006368594,139.9952796802404
50,6.368965468917448,2.9680818124788235,9.369538798370858,822.5895110902976
51,0.5927720000295156,4.255313421353826,9.512585534386565,861.3674026368093
52,3.8016314089872516,2.843193434970741,2.680125841287333,18.268940252927507
53,0.6620445789108165,6.415895685341101,7.2593593443330455,381.66196248455725
54,7.154010176327716,8.70009950195522,3.427083169048486,39.6933443428389
55,9.734999744772928,8.59249119949335,1.865515079234079,7.414994958168283
56,4.488311675625477,0.248352263816225,4.320157327017928,81.5281475468824
57,2.8727602108202444,2.0237724142074818,0.5334328875303007,-0.30053801106404765
58,3.128789677327118,2.2523758428704834,4.214720888803648,75.56159640998912
59,2.4525051729981184,7.672055087637071,3.5788905954798866,45.80627480536148
60,3.735995848253647,7.028125177376394,3.069179375576696,29.81321411093558
61,3.178642581274639,3.58843651605373,0.842787650900243,-0.3181839974587449
62,8.617042755689939,1.0370691038529989,4.755349783310559,108.00352977414444
63,0.922161739243148,7.26578656527873,0.6632255979712032,0.6967924076742542
64,0.04338022733154756,3.8025047792723776,1.3095679683601735,2.410073988786037
65,6.652512363826048,4.175783312441169,1.8923228752246601,7.2511216014201425
66,2.6870226629759086,1.8977659941459335,7.102732776679917,357.3983730503842
67,6.4790901620591335,1.0038476896475368,2.298204916175476,12.357578067253133
68,8.308459372711642,3.000498977591388,6.07574976651433,224.0828723867232
69,9.865090323955373,8.263604980277881,1.8191837614385409,5.860945394137515
70,1.9327726875930995,7.952188028282963,0.8390894928959458,0.9225602465016671
71,2.2828693181478266,2.292713423553945,4.975855888434708,122.33088668527262
72,6.112975889576166,2.168203150291016,0.659793440260561,0.9220673466323677
73,6.821331172083138,5.863119956055922,2.3889028802195167,14.382040955030199
74,7.965593820251709,0.17436809972561473,8.055667554955392,523.7462267459905
75,1.2310872766854186,0.1999908778851034,8.012348734597921,514.6183450679364
76,3.0207406698356234,4.6310926177309835,8.502134627972907,615.5768887980237
77,7.840831694575008,8.226082113644956,6.91109101681775,331.09100813482826
78,5.340387463367346,1.7711015235106997,4.321134951363844,80.6515433490958
79,1.7528856569228968,2.273273735156324,6.712277414269906,301.6726582971363
80,6.0520618725882604,6.940361695302537,3.133520894997832,29.849979772907208
81,5.905866149339038,6.2040069685813,3.167949175048259,30.92132345533112
82,8.192858445345315,4.500964000938845,3.714246952724741,50.50695048365415
83,2.038253889946996,1.829988337373737,9.326319316434557,810.6503967905703
84,3.5189223295916108,6.401516846008374,0.6005541604974451,-0.2934931677432461
85,7.983342425610865,3.533535649296672,0.8999856192048183,0.7938283072086773
86,7.315236939545134,6.559690462715672,3.8787148755231593,57.59403504824948
87,1.1423134734236051,4.379485028589469,3.1961301390942474,31.69111950254598
88,7.938672418391944,7.193931551954026,3.4706380363509393,42.33751445842103
89,9.120237309980478,3.005937098766803,1.8536097792569273,7.126260183149276
90,0.07402469636938025,1.1843243905393852,3.6826417869011085,50.03099446554459
91,0.9216770703410415,1.573783106654083,1.1982240345653772,2.7131146729464017
92,2.14336705930089,5.394971783917669,6.260483328536484,244.5281321293627
93,2.5425624750598033,1.8278666661975917,8.368969487185757,585.1618028738808
94,3.457658911942211,2.882988967794322,9.876799372710698,962.976060816513
95,5.773392811148454,9.327034609999222,2.9689468597906323,25.742864080843688
96,1.8637860367360826,8.219248858816025,6.024048282619247,218.98694037804148
97,2.7580641281923715,8.831578431355728,6.210079002063549,238.79271250573117
98,1.1071408888457301,5.822160880032033,7.378938540906925,401.9359110607715
99,7.294744635657693,9.25892735900574,8.957126963120691,717.6314055905625
100,9.106654834113064,9.241476818982445,7.983152453673663,509.3883992903434
101,4.04665457796198,1.9990974858672905,5.336515210489054,152.94774277630017
102,5.963801181583608,4.915028927499684,2.6802359926614603,18.392567271462664
103,2.7010909485041426,3.91369652469303,5.908359607120052,205.34191404392922
104,7.870106871083388,8.11412685146504,1.602927851727567,4.974377287937152
105,1.7412547613847729,3.0312820536829466,1.856224261773346,5.5516121674937216
106,7.423974939778613,5.415315910148015,1.5532257507562297,4.342389391140929
107,5.753829120263565,3.4978359633286447,8.149945119342286,542.2894150267296
108,2.6133896239845136,2.7824951752216798,9.43679308124633,841.2105692847559
109,2.3558539381353407,3.47989443880079,2.205892165322166,11.675149068049011
110,1.8285910867597743,7.562752763540357,4.740614034938878,107.49076347237863
111,3.4583377319177933,9.696636104297712,1.9853972101927009,8.679861203061956
112,7.73072962071967,3.671954050458636,3.318764009576621,36.4411998808717
113,4.004723890239347,5.884757297991374,7.389703663788189,402.53488224131775
114,2.00575276120202,3.204827917641256,2.4581113839692215,14.99707541185128
115,1.6580260365781496,2.239533801732807,7.4340777373730855,410.3071218766827
116,1.9889857443628678,9.282317485880785,0.8876946203811675,0.3219459022106289
117,8.154384857231062,5.235932557920256,6.1137553351216365,227.5601173030704
118,1.7585599368485016,8.072492093941875,8.009577782257283,514.8394088020752
119,1.975808594448818,3.296315638515621,6.922410090831016,331.94792910381653
120,3.0760730324041097,0.013236360554675919,1.8014538515805156,5.886847617222621
121,1.5348009327297907,5.377676212198144,3.7301672852194354,52.823284817533
122,9.776960959485606,2.779760981161493,8.177290246722244,547.6893783364544
123,8.312623760454304,3.7219595642253767,1.2254495468205617,1.3814610002190706
124,4.573985266410104,2.331306602987122,5.565666669929508,171.46036012836393
125,7.122959477523376,7.780024093748236,5.038561241132383,127.00924590314274
126,7.531959533817218,9.974313038021302,8.629100198724586,642.2658685154046
127,5.371976002780375,2.8287004157371296,2.4385045003692207,14.990231425506089
128,6.319923599041653,8.366143415631669,9.776559146724214,934.9630748451982
129,8.584266684015274,1.99730999445079,6.158575765315783,232.59167684713773
130,5.214045152733697,3.020797122387516,8.481393106302999,610.0581814363959
131,0.6387408156438079,8.918968329468713,6.589086691180828,285.518942772705
132,7.96120633199878,6.657876447256596,7.319465416583051,392.5288204690043
133,1.377044654065026,5.011294774254745,9.36329388263839,821.4709610617347
134,8.615696710444825,8.308997495111083,6.3498330160534255,256.6477433298671
135,8.465228961649066,2.7176335757569925,2.139583024896101,8.945536071447982
136,5.660972415765496,5.1610167395785576,8.127882920391093,536.139349806376
137,0.38141061138199595,9.829534416795859,2.8688314374897415,23.040225426422616
138,6.097131000450158,6.412002668604889,9.314006380620057,808.9814229397043
139,4.022104882653541,6.039223524467446,7.202029074607744,372.81744048671965
140,8.902025243911684,2.463544645468624,0.8465021067482681,0.6671493191794438
141,8.99621690430838,5.00404706842814,2.1906881694107385,11.373325937695965
142,5.17222733572703,1.0410698019904019,2.1841249222052306,9.636737392848465
143,6.843030585907588,7.97660506958052,2.244554709818418,10.384635883590466
144,6.41451390803924,9.924252256640857,5.667781511002535,182.80655568042846
145,0.11719603849739357,5.164826303141988,4.01484340226546,65.28413698239603
146,9.211820466541848,2.468457643891808,9.821062519956198,946.593528534054
147,2.230227806973301,1.478652972530199,7.371297976711504,400.3715898150275
148,2.3511155985656296,6.224303377889987,6.518735245020294,277.88561298028793
149,7.156590059014394,3.989523770090292,6.091723201174277,225.7847925079129
150,3.7753635095920055,1.6000526476691546,4.088825948595003,68.11898902896348
151,1.9963791998097635,8.556601361382047,0.5458890802949368,-0.818076220841083
