,pre,true,mape
0,73.07595825195312,61.50762176513672,0.18807972337134782
1,1.881485104560852,4.2478179931640625,0.557070216381989
2,52.195472717285156,48.33848190307617,0.07979131040860289
3,19.47115135192871,23.041400909423828,0.1549493267154126
4,67.14508056640625,68.3169937133789,0.01715405030685877
5,5.937865734100342,8.649529457092285,0.31350418961443993
6,-122.04972076416016,-120.72795104980469,0.010948332203618618
7,22.778104782104492,25.77890396118164,0.11640522745248628
8,77.07814025878906,79.44661712646484,0.029812180220406218
9,-20.853513717651367,-24.22825813293457,0.1392896012898162
10,-10.083495140075684,-7.359709739685059,0.3700941336997868
11,-1.843145489692688,0.3273599445819855,6.630332972001963
12,-42.516868591308594,-30.270729064941406,0.40455383483149326
13,-14.85764217376709,-16.42475700378418,0.0954117512762006
14,39.68193054199219,45.00394058227539,0.11825653423734307
15,43.03727340698242,36.66944885253906,0.1736547658529217
16,-28.090038299560547,-27.29557991027832,0.02910575235600942
17,-20.935476303100586,-10.799789428710938,0.9385078238140652
18,-55.57497024536133,-52.72309112548828,0.05409165242389105
19,24.11408805847168,23.620365142822266,0.0209024252023236
20,-58.02268600463867,-18.647727966308594,2.1115150386937214
21,73.03364562988281,63.669254302978516,0.14707870273370266
22,39.63069534301758,34.04716491699219,0.16399399009104496
23,-7.120568752288818,-1.7551106214523315,3.057048407807275
24,-9.321051597595215,-9.58712100982666,0.027752795855891254
25,-78.90934753417969,-72.25912475585938,0.092032982696501
26,32.22189712524414,22.085535049438477,0.458959316725423
27,55.74583435058594,42.23926544189453,0.31976334738281387
28,-31.685768127441406,-25.045129776000977,0.2651468932616071
29,-59.46426010131836,-55.79029846191406,0.06585305583034964
30,24.01508331298828,31.44135856628418,0.23619447733595675
31,-33.101078033447266,-38.01449966430664,0.12925125081871816
32,-6.229778289794922,-12.611668586730957,0.5060306059461931
33,-37.376991271972656,0.47231462597846985,80.13579045861786
34,-46.153438568115234,-46.90003204345703,0.015918826551120733
35,-12.513980865478516,-23.246583938598633,0.4616851706671491
36,-47.528865814208984,-45.1744270324707,0.05211884104353877
37,1.853237271308899,2.250870943069458,0.1766576946514382
38,-11.946260452270508,1.7349214553833008,7.885764433428595
39,-56.3893928527832,-52.62812805175781,0.07146871721005023
40,-6.503793239593506,-14.239706993103027,0.5432635486991688
41,22.921981811523438,20.03901481628418,0.14386770116545303
42,-64.09040832519531,-67.02454376220703,0.04377702961204165
43,-70.15396881103516,-66.8831787109375,0.048903030076272065
44,25.962892532348633,20.293249130249023,0.27938568958129356
45,-10.190332412719727,-11.828452110290527,0.13848977721655295
46,-17.845064163208008,-9.467758178710938,0.8848246677163933
47,4.852051258087158,2.7388269901275635,0.771580050721338
48,24.8120059967041,21.217182159423828,0.16942984276937056
49,-6.392120361328125,-6.512008190155029,0.01841026996989237
50,13.89016342163086,18.718746185302734,0.2579543905276679
51,-8.268096923828125,-8.514060974121094,0.02888915771693303
52,-126.5091552734375,-115.34825134277344,0.09675832793943168
53,-73.74784088134766,-63.54514694213867,0.16055819256345563
54,-37.26027297973633,-10.000192642211914,2.72595552034234
55,-21.45509147644043,-1.7150797843933105,11.509675451646652
56,-91.158935546875,-75.28031158447266,0.21092665038434133
57,-2.985560178756714,-5.112048149108887,0.4159757319036313
58,32.51462936401367,34.670013427734375,0.062168538475283586
59,13.24939250946045,17.68414306640625,0.25077554169816074
60,-7.176938056945801,-6.47806978225708,0.10788217758982244
61,-9.215481758117676,-7.86311674118042,0.17198841902660564
62,-10.902352333068848,-11.534391403198242,0.05479604844640035
63,53.080570220947266,58.823280334472656,0.09762648531112174
64,-11.1397123336792,-9.795475959777832,0.1372303274921064
65,-75.60354614257812,-79.27107238769531,0.04626563177019
66,-35.81411361694336,-20.703941345214844,0.729821052899226
67,-69.0242919921875,-66.03669738769531,0.04524142973038608
68,-26.346906661987305,-3.8677663803100586,5.811917802510918
69,-53.18950271606445,-40.34515380859375,0.31836162946377916
70,8.621851921081543,13.979024887084961,0.38322937467210894
71,-98.60968017578125,-89.4759521484375,0.10208025517505767
72,-1.3541433811187744,3.238682746887207,1.4181154768617832
73,-31.58781623840332,-33.947330474853516,0.06950514822359907
74,51.07118225097656,48.79051208496094,0.04674413258963545
75,-133.5015106201172,-130.38290405273438,0.023918830386854
76,-7.017951011657715,-10.751700401306152,0.3472705944442843
77,-41.69751739501953,-43.83164596557617,0.048689218110419805
78,52.11646270751953,56.92756271362305,0.08451266445932341
79,52.223480224609375,51.58321762084961,0.012412226946869935
80,70.95789337158203,94.5673828125,0.2496578496597375
81,-37.999149322509766,-42.74769973754883,0.11108317977792895
82,3.5052435398101807,6.751067638397217,0.48078678402304276
83,8.265362739562988,2.7607944011688232,1.9938349397056603
84,-5.606940746307373,-6.004065036773682,0.06614256974799619
85,8.350321769714355,3.2809414863586426,1.5450992663029695
86,11.850072860717773,21.158161163330078,0.4399289820489914
87,-0.5381082892417908,5.129242420196533,1.1049098960741208
88,5.8111138343811035,6.432023048400879,0.09653404680727085
89,48.566349029541016,50.902767181396484,0.045899629454906395
90,72.77848052978516,74.98124694824219,0.02937756449926139
91,-32.5539436340332,-31.8309383392334,0.022713917104625864
92,-49.98219680786133,-50.40703582763672,0.008428169060130762
93,6.5813117027282715,16.128786087036133,0.5919524465627239
94,-12.237454414367676,-6.521500587463379,0.8764783120456009
95,9.266688346862793,14.798415184020996,0.37380535472009463
96,3.38912296295166,7.4455108642578125,0.5448098827951282
97,-26.346418380737305,-7.654203414916992,2.4420849502629824
98,-16.607181549072266,-9.332111358642578,0.7795738724969413
99,58.36966323852539,55.34588623046875,0.054634178147679666
100,-33.05563735961914,-40.62936782836914,0.18641024641938192
101,-75.02963256835938,-31.578306198120117,1.3759866060462087
102,59.0203742980957,50.475921630859375,0.1692777940683013
103,-63.18325424194336,-66.0604248046875,0.0435536188459385
104,-17.167539596557617,-18.759857177734375,0.08487898207810672
105,-12.292601585388184,-8.141502380371094,0.5098689420057482
106,69.2745361328125,57.079437255859375,0.21365135087594547
107,-22.58049964904785,5.057530403137207,5.464728404804265
108,-42.690006256103516,-43.05052947998047,0.00837442020416044
109,-40.64276123046875,-49.70644760131836,0.18234427942923875
110,-42.36427688598633,-23.827116012573242,0.7779859242566864
111,-45.9597282409668,-16.782608032226562,1.7385331381578648
112,-4.537725925445557,-7.372328758239746,0.3844921904257283
113,2.523587942123413,1.5688594579696655,0.6085494014800449
114,-24.364904403686523,-20.081710815429688,0.21328828144292689
115,-1.2824627161026,1.9262070655822754,1.665796911982006
116,49.26850509643555,48.017269134521484,0.026058040877099783
117,-2.874213933944702,-1.3146584033966064,1.186281947096495
118,-10.593783378601074,-9.371764183044434,0.13039372008181127
119,-19.802444458007812,-12.13219165802002,0.6322231807900389
120,61.21504211425781,58.0011100769043,0.055411560797580056
121,-29.27718734741211,-29.14264678955078,0.0046166210925484025
122,2.905303955078125,5.971245765686035,0.5134509499217815
123,-119.87068939208984,-124.87826538085938,0.040099660044902126
124,-5.087104320526123,-6.670786380767822,0.23740560255497403
125,22.311399459838867,22.176637649536133,0.006076746729256911
126,11.826624870300293,10.69514274597168,0.105794018013905
127,19.50881576538086,19.055950164794922,0.023765049586589912
128,-37.479251861572266,-37.178836822509766,0.008080269979845497
129,0.03171610087156296,1.635789155960083,0.9806111314798709
130,-42.13623809814453,-42.43651580810547,0.007075927517677684
131,-53.500667572021484,-45.222843170166016,0.18304520064577534
132,27.93283462524414,40.59298324584961,0.31188022185829106
133,-59.84486770629883,-59.44003677368164,0.006810744989249992
134,30.841876983642578,24.586483001708984,0.2544241069980927
135,-9.164918899536133,-5.743067264556885,0.5958230118767843
136,-5.3450751304626465,-8.045933723449707,0.3356799454009252
137,3.3960041999816895,-0.36839666962623596,10.218335777647425
138,-52.00016784667969,-52.5861930847168,0.01114408942082987
139,-12.015603065490723,-15.200554847717285,0.20952865300866677
140,50.16637420654297,37.78175735473633,0.32779356279080285
141,2.44891095161438,2.9792709350585938,0.1780167010670962
142,48.98121643066406,48.175567626953125,0.016723182380526752
143,-13.261445999145508,-6.479647636413574,1.0466307341498584
144,-11.397744178771973,-16.121665954589844,0.293016974121894
145,-80.68170928955078,-83.5030517578125,0.03378729769595224
146,-38.47530746459961,-30.219850540161133,0.2731799389102623
147,77.03900146484375,74.1996841430664,0.03826589499091101
148,-16.90476417541504,-17.55816078186035,0.03721327162696609
149,7.5738301277160645,13.901788711547852,0.4551902431501723
150,-38.585330963134766,-40.359230041503906,0.04395274826960103
151,10.968541145324707,6.694405555725098,0.6384637969751238
152,-123.55003356933594,-104.72748565673828,0.17972882471648066
153,-15.168828010559082,12.400742530822754,2.223219333266221
154,-36.57796096801758,-44.1594123840332,0.17168370244792622
155,43.638153076171875,60.16943359375,0.27474549003059395
156,-5.020331382751465,15.64858627319336,1.3208169284500473
157,1.2471718788146973,6.603960990905762,0.8111479034276303
158,-2.2371716499328613,-6.323170185089111,0.6461946168698078
159,-24.53070640563965,-21.206951141357422,0.15672951958663675
160,-23.057373046875,-20.560855865478516,0.12142087847559466
161,-8.743525505065918,-11.338909149169922,0.22889182812563605
162,89.9347915649414,80.45702362060547,0.11779913695326695
163,18.72889518737793,23.5443115234375,0.204525680492547
164,-47.93708038330078,-16.08267593383789,1.9806656914874061
165,-62.7938346862793,-64.03927612304688,0.019448087363988183
166,-9.803887367248535,2.5482120513916016,4.847359312932589
167,-22.032459259033203,-7.068551063537598,2.116969667614825
168,-2.454974889755249,-3.5343313217163086,0.305391977636356
169,-18.642316818237305,-17.167072296142578,0.08593454356373931
170,36.332698822021484,49.87434768676758,0.27151530782504646
171,-122.54463958740234,-127.942138671875,0.04218703189193418
172,-3.509127616882324,-8.103047370910645,0.5669372945442922
173,34.50041961669922,31.44348907470703,0.09721982616907376
174,-81.88861083984375,-74.58993530273438,0.0978506752618381
175,-7.0406174659729,-6.922679901123047,0.017036403030959272
176,10.342411994934082,12.691712379455566,0.1851050759962354
177,-79.77454376220703,-67.14423370361328,0.1881071443058865
178,-3.4447882175445557,1.643972635269165,3.095404840470806
